,name,date,platform,score,url,ratings,userscore
181,SnowRunner,"April 28, 2020",Xbox One,81,/game/xbox-one/snowrunner,45,7.3
182,SnowRunner,"April 28, 2020",PlayStation 4,81,/game/playstation-4/snowrunner,171,6.9
183,CrossCode,"July 9, 2020",PlayStation 4,81,/game/playstation-4/crosscode,41,7.3
184,The Walking Dead: Saints & Sinners,"January 23, 2020",PC,81,/game/pc/the-walking-dead-saints-sinners,126,8.0
185,The Legend of Heroes: Trails of Cold Steel IV,"October 27, 2020",PlayStation 4,81,/game/playstation-4/the-legend-of-heroes-trails-of-cold-steel-iv,145,8.7
186,Genshin Impact,"September 28, 2020",PlayStation 4,81,/game/playstation-4/genshin-impact,671,6.2
187,Neon Abyss,"July 14, 2020",Xbox One,81,/game/xbox-one/neon-abyss,20,6.7
188,Necrobarista,"July 22, 2020",PC,81,/game/pc/necrobarista,23,6.1
189,Immortals Fenyx Rising,"December 3, 2020",Xbox Series X,81,/game/xbox-series-x/immortals-fenyx-rising,205,7.6
190,PHOGS!,"December 3, 2020",Xbox One,81,/game/xbox-one/phogs!,0,tbd
191,Nowhere Prophet,"July 30, 2020",Switch,81,/game/switch/nowhere-prophet,18,6.5
192,Get Packed,"April 28, 2020",Stadia,81,/game/stadia/get-packed,14,7.7
193,Creature in the Well,"March 27, 2020",PlayStation 4,81,/game/playstation-4/creature-in-the-well,12,6.7
194,Planet Coaster: Console Edition,"November 12, 2020",PlayStation 5,81,/game/playstation-5/planet-coaster-console-edition,9,6.6
195,Fall Guys: Ultimate Knockout,"August 4, 2020",PlayStation 4,81,/game/playstation-4/fall-guys-ultimate-knockout,876,7.0
196,WRC 9 FIA World Rally Championship,"September 4, 2020",PlayStation 4,81,/game/playstation-4/wrc-9-fia-world-rally-championship,32,6.5
197,AVICII Invector Encore Edition,"September 8, 2020",Switch,81,/game/switch/avicii-invector-encore-edition,7,7.7
198,Gears Tactics,"April 28, 2020",PC,80,/game/pc/gears-tactics,454,7.7
199,The Last Campfire,"August 27, 2020",PC,80,/game/pc/the-last-campfire,27,8.2
200,Metro Redux,"February 28, 2020",Switch,80,/game/switch/metro-redux,63,8.4
201,Kingdom Hearts: Melody of Memory,"November 13, 2020",Switch,80,/game/switch/kingdom-hearts-melody-of-memory,30,7.7
202,Vitamin Connection,"January 17, 2020",Switch,80,/game/switch/vitamin-connection,11,8.0
203,Amnesia: Rebirth,"October 20, 2020",PC,80,/game/pc/amnesia-rebirth,180,6.5
204,Pumpkin Jack,"October 23, 2020",Xbox One,80,/game/xbox-one/pumpkin-jack,11,6.9
205,Embracelet,"September 24, 2020",Switch,80,/game/switch/embracelet,0,tbd
206,Catherine: Full Body,"July 7, 2020",Switch,80,/game/switch/catherine-full-body,98,8.3
207,Assassin's Creed Valhalla,"November 10, 2020",PlayStation 4,80,/game/playstation-4/assassins-creed-valhalla,2236,7.2
208,NBA 2K21,"November 10, 2020",Xbox Series X,80,/game/xbox-series-x/nba-2k21,35,5.4
209,Monster Prom 2: Monster Camp,"October 23, 2020",PC,80,/game/pc/monster-prom-2-monster-camp,4,7.3
210,Under Night In-Birth Exe:Late[cl-r],"February 20, 2020",PlayStation 4,80,/game/playstation-4/under-night-in-birth-exelatecl-r,28,6.4
211,Going Under,"September 24, 2020",PlayStation 4,80,/game/playstation-4/going-under,0,tbd
212,Crown Trick,"October 16, 2020",Switch,80,/game/switch/crown-trick,5,8.4
213,Mega Man Zero / ZX Legacy Collection,"February 25, 2020",Xbox One,80,/game/xbox-one/mega-man-zero-zx-legacy-collection,66,7.9
214,Neon Abyss,"July 14, 2020",PlayStation 4,80,/game/playstation-4/neon-abyss,5,7.4
215,Super Mega Baseball 3,"May 13, 2020",PlayStation 4,80,/game/playstation-4/super-mega-baseball-3,13,6.7
216,DOOM Eternal,"December 8, 2020",Switch,80,/game/switch/doom-eternal,143,8.6
217,Sakuna: Of Rice and Ruin,"November 10, 2020",Switch,80,/game/switch/sakuna-of-rice-and-ruin,51,8.4
218,Per Aspera,"December 3, 2020",PC,80,/game/pc/per-aspera,19,6.5
219,Bloodstained: Curse of the Moon 2,"July 10, 2020",PC,80,/game/pc/bloodstained-curse-of-the-moon-2,11,8.2
220,Sega Ages: Thunder Force AC,"May 28, 2020",Switch,80,/game/switch/sega-ages-thunder-force-ac,0,tbd
221,DIRT 5,"November 12, 2020",PlayStation 5,80,/game/playstation-5/dirt-5,49,5.6
222,The Pathless,"November 12, 2020",PC,80,/game/pc/the-pathless,37,7.5
223,ScourgeBringer,"October 21, 2020",Switch,80,/game/switch/scourgebringer,4,8.3
224,Foregone,"October 13, 2020",Xbox One,80,/game/xbox-one/foregone,0,tbd
225,Superliminal,"July 7, 2020",PlayStation 4,80,/game/playstation-4/superliminal,27,6.8
226,Mr. Driller: Drill Land,"June 25, 2020",Switch,80,/game/switch/mr-driller-drill-land,10,7.8
227,Wintermoor Tactics Club,"May 5, 2020",PC,80,/game/pc/wintermoor-tactics-club,0,tbd
228,Valorant,"June 2, 2020",PC,80,/game/pc/valorant,3166,5.0
229,Fall Guys: Ultimate Knockout,"August 4, 2020",PC,80,/game/pc/fall-guys-ultimate-knockout,357,7.3
230,Puyo Puyo Tetris 2,"December 8, 2020",PlayStation 4,80,/game/playstation-4/puyo-puyo-tetris-2,5,6.2
231,Fuser,"November 9, 2020",Switch,80,/game/switch/fuser,9,7.6
232,Faeria,"August 13, 2020",Switch,80,/game/switch/faeria,17,7.2
233,Mega Man Zero / ZX Legacy Collection,"February 25, 2020",PlayStation 4,80,/game/playstation-4/mega-man-zero-zx-legacy-collection,93,8.2
234,Super Bomberman R Online,"September 1, 2020",Stadia,80,/game/stadia/super-bomberman-r-online,0,tbd
235,Telling Lies,"April 28, 2020",Switch,80,/game/switch/telling-lies,18,6.1
236,Puyo Puyo Tetris 2,"December 8, 2020",Switch,80,/game/switch/puyo-puyo-tetris-2,17,8.4
237,Shantae and the Seven Sirens,"May 28, 2020",PC,80,/game/pc/shantae-and-the-seven-sirens,27,6.1
238,WRC 9 FIA World Rally Championship,"September 3, 2020",PC,80,/game/pc/wrc-9-fia-world-rally-championship,29,6.8
239,Superliminal,"July 7, 2020",Xbox One,80,/game/xbox-one/superliminal,1278,9.6
240,Visage,"October 31, 2020",PlayStation 4,80,/game/playstation-4/visage,53,7.5
241,art of rally,"September 23, 2020",PC,80,/game/pc/art-of-rally,33,7.5
242,Paper Mario: The Origami King,"July 17, 2020",Switch,80,/game/switch/paper-mario-the-origami-king,1575,6.9
243,Call of Duty: Warzone,"March 10, 2020",PC,80,/game/pc/call-of-duty-warzone,394,3.5
244,Total War: Three Kingdoms - Mandate of Heaven,"January 16, 2020",PC,80,/game/pc/total-war-three-kingdoms---mandate-of-heaven,17,6.6
245,If Found...,"October 22, 2020",Switch,80,/game/switch/if-found,8,7.3
246,Total War: Three Kingdoms - A World Betrayed,"March 19, 2020",PC,80,/game/pc/total-war-three-kingdoms---a-world-betrayed,9,5.8
247,Telling Lies,"April 28, 2020",PlayStation 4,79,/game/playstation-4/telling-lies,17,5.8
248,Wide Ocean Big Jacket,"February 4, 2020",Switch,79,/game/switch/wide-ocean-big-jacket,8,7.4
249,Atelier Dusk Trilogy Deluxe Pack,"January 14, 2020",PlayStation 4,79,/game/playstation-4/atelier-dusk-trilogy-deluxe-pack,17,6.2
250,DOOM Eternal: The Ancient Gods Part One,"October 20, 2020",PC,79,/game/pc/doom-eternal-the-ancient-gods-part-one,77,8.1
251,Indivisible,"April 28, 2020",Switch,79,/game/switch/indivisible,30,7.4
252,Shantae and the Seven Sirens,"May 28, 2020",Switch,79,/game/switch/shantae-and-the-seven-sirens,74,6.6
253,Alwa's Legacy,"September 29, 2020",Switch,79,/game/switch/alwas-legacy,9,8.2
254,Bugsnax,"November 12, 2020",PlayStation 4,79,/game/playstation-4/bugsnax,94,7.6
255,Star Wars: Squadrons,"October 1, 2020",PC,79,/game/pc/star-wars-squadrons,336,5.6
256,Hotshot Racing,"September 10, 2020",Xbox One,79,/game/xbox-one/hotshot-racing,17,7.7
257,Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto,"April 24, 2020",Switch,79,/game/switch/naruto-shippuden-ultimate-ninja-storm-4---road-to-boruto,30,7.6
258,Planet Coaster: Console Edition,"November 10, 2020",PlayStation 4,79,/game/playstation-4/planet-coaster-console-edition,14,5.3
259,Five Dates,"November 17, 2020",PlayStation 4,79,/game/playstation-4/five-dates,12,5.6
260,EarthNight,"January 23, 2020",PlayStation 4,79,/game/playstation-4/earthnight,26,6.8
261,Stories Untold,"January 16, 2020",Switch,79,/game/switch/stories-untold,8,8.5
262,Immortals Fenyx Rising,"December 3, 2020",PC,79,/game/pc/immortals-fenyx-rising,248,7.7
263,Call of the Sea,"December 8, 2020",PC,79,/game/pc/call-of-the-sea,97,7.4
264,Hatsune Miku: Project Diva MegaMix,"May 15, 2020",Switch,79,/game/switch/hatsune-miku-project-diva-megamix,60,8.2
265,Carto,"October 27, 2020",Switch,79,/game/switch/carto,7,8.1
266,Project Warlock,"June 12, 2020",Xbox One,79,/game/xbox-one/project-warlock,19,6.1
267,Pirates Outlaws,"April 13, 2020",PC,79,/game/pc/pirates-outlaws,7,7.4
268,Sniper Elite 4,"November 17, 2020",Switch,79,/game/switch/sniper-elite-4,26,8.0
269,PHOGS!,"December 3, 2020",PC,79,/game/pc/phogs!,0,tbd
270,The Walking Dead: Saints & Sinners,"May 5, 2020",PlayStation 4,79,/game/playstation-4/the-walking-dead-saints-sinners,65,8.2
271,PHOGS!,"December 3, 2020",PlayStation 4,79,/game/playstation-4/phogs!,4,6.5
272,Mortal Kombat 11: Aftermath,"May 26, 2020",Xbox One,79,/game/xbox-one/mortal-kombat-11-aftermath,21,6.8
273,Call of Duty: Warzone,"March 10, 2020",Xbox One,79,/game/xbox-one/call-of-duty-warzone,69,4.4
274,Murder by Numbers,"March 6, 2020",PC,79,/game/pc/murder-by-numbers,16,7.2
275,Call of Duty: Warzone,"March 10, 2020",PlayStation 4,79,/game/playstation-4/call-of-duty-warzone,755,4.4
276,Sackboy: A Big Adventure,"November 12, 2020",PlayStation 5,79,/game/playstation-5/sackboy-a-big-adventure,332,8.8
277,Mad Rat Dead,"October 30, 2020",Switch,79,/game/switch/mad-rat-dead,13,8.5
278,Resident Evil 3,"April 3, 2020",PlayStation 4,79,/game/playstation-4/resident-evil-3,2471,6.5
279,Nioh 2: Darkness in the Capital,"October 15, 2020",PlayStation 4,79,/game/playstation-4/nioh-2-darkness-in-the-capital,15,7.0
280,DIRT 5,"November 3, 2020",PlayStation 4,79,/game/playstation-4/dirt-5,81,5.0
281,Mafia: Definitive Edition,"September 24, 2020",PC,79,/game/pc/mafia-definitive-edition,1021,6.7
282,When The Past Was Around,"December 15, 2020",Switch,79,/game/switch/when-the-past-was-around,0,tbd
283,NBA 2K21,"November 12, 2020",PlayStation 5,79,/game/playstation-5/nba-2k21,116,2.8
284,Star Wars: Squadrons,"October 2, 2020",PlayStation 4,79,/game/playstation-4/star-wars-squadrons,277,5.7
285,The Sims 4: Snowy Escape,"November 13, 2020",PC,79,/game/pc/the-sims-4-snowy-escape,17,5.1
286,I Am Dead,"October 8, 2020",Switch,79,/game/switch/i-am-dead,12,7.0
287,Fury Unleashed,"May 8, 2020",PC,79,/game/pc/fury-unleashed,16,7.1
288,Paper Beast,"March 24, 2020",PlayStation 4,79,/game/playstation-4/paper-beast,34,7.7
289,Among Us,"December 15, 2020",Switch,79,/game/switch/among-us,18,6.8
290,Neon Abyss,"July 14, 2020",Switch,79,/game/switch/neon-abyss,22,5.5
291,Wildfire,"May 25, 2020",PC,79,/game/pc/wildfire,4,7.8
292,Frostpunk: The Last Autumn,"January 21, 2020",PC,79,/game/pc/frostpunk-the-last-autumn,49,8.1
293,Spellbreak,"September 3, 2020",PC,79,/game/pc/spellbreak,165,8.1
294,Wasteland 3,"August 28, 2020",PlayStation 4,79,/game/playstation-4/wasteland-3,135,6.7
295,Alba: a Wildlife Adventure,"December 11, 2020",PC,79,/game/pc/alba-a-wildlife-adventure,15,7.9
296,Tom Clancy's The Division 2: Warlords of New York,"March 3, 2020",PC,79,/game/pc/tom-clancys-the-division-2-warlords-of-new-york,1524,0.6
297,Mafia: Definitive Edition,"September 25, 2020",Xbox One,79,/game/xbox-one/mafia-definitive-edition,144,7.3
298,Moving Out,"April 28, 2020",PC,79,/game/pc/moving-out,15,7.4
299,Sega Ages: Puyo Puyo 2,"February 20, 2020",Switch,78,/game/switch/sega-ages-puyo-puyo-2,4,7.8
300,Othercide,"July 27, 2020",PC,78,/game/pc/othercide,39,6.9
301,Relicta,"August 4, 2020",Xbox One,78,/game/xbox-one/relicta,11,6.6
302,Observer: System Redux,"November 10, 2020",Xbox Series X,78,/game/xbox-series-x/observer-system-redux,19,7.1
303,Aokana - Four Rhythms Across the Blue,"August 21, 2020",Switch,78,/game/switch/aokana---four-rhythms-across-the-blue,0,tbd
304,Tell Me Why,"August 27, 2020",Xbox One,78,/game/xbox-one/tell-me-why,246,6.0
305,Budget Cuts,"July 10, 2020",PlayStation 4,78,/game/playstation-4/budget-cuts,0,tbd
306,Ibb & Obb,"March 5, 2020",Switch,78,/game/switch/ibb-obb,6,6.8
307,Double Dragon & Kunio-kun Retro Brawler Bundle,"February 20, 2020",Switch,78,/game/switch/double-dragon-kunio-kun-retro-brawler-bundle,11,8.0
308,Granblue Fantasy: Versus,"March 3, 2020",PlayStation 4,78,/game/playstation-4/granblue-fantasy-versus,84,6.5
309,Hyrule Warriors: Age of Calamity,"November 20, 2020",Switch,78,/game/switch/hyrule-warriors-age-of-calamity,462,7.9
310,Freedom Finger,"March 24, 2020",Xbox One,78,/game/xbox-one/freedom-finger,50,8.7
311,Werewolf: The Apocalypse - Heart of the Forest,"October 13, 2020",PC,78,/game/pc/werewolf-the-apocalypse---heart-of-the-forest,18,4.4
312,SUPERHOT: MIND CONTROL DELETE,"July 16, 2020",PC,78,/game/pc/superhot-mind-control-delete,92,6.4
313,Immortals Fenyx Rising,"December 3, 2020",Switch,78,/game/switch/immortals-fenyx-rising,136,7.5
314,Football Manager 2021,"November 30, 2020",Xbox Series X,78,/game/xbox-series-x/football-manager-2021,8,7.1
315,Mobile Suit Gundam: Extreme VS. MaxiBoost ON,"July 30, 2020",PlayStation 4,78,/game/playstation-4/mobile-suit-gundam-extreme-vs-maxiboost-on,36,7.5
316,Visage,"October 30, 2020",Xbox One,78,/game/xbox-one/visage,13,7.6
317,Part Time UFO,"October 28, 2020",Switch,78,/game/switch/part-time-ufo,8,8.3
318,In Other Waters,"April 3, 2020",Switch,78,/game/switch/in-other-waters,19,6.6
319,The Room VR: A Dark Matter,"March 26, 2020",PC,78,/game/pc/the-room-vr-a-dark-matter,8,7.0
320,Root Double: Before Crime * After Days - Xtend Edition,"November 26, 2020",Switch,78,/game/switch/root-double-before-crime-after-days---xtend-edition,0,tbd
321,Burnout Paradise Remastered,"June 19, 2020",Switch,78,/game/switch/burnout-paradise-remastered,57,7.9
322,The Procession to Calvary,"April 9, 2020",PC,78,/game/pc/the-procession-to-calvary,10,7.2
323,Shady Part of Me,"December 10, 2020",PlayStation 4,78,/game/playstation-4/shady-part-of-me,9,6.0
324,Not Tonight: Take Back Control Edition,"January 31, 2020",Switch,78,/game/switch/not-tonight-take-back-control-edition,36,6.0
325,Haven,"December 3, 2020",Xbox Series X,78,/game/xbox-series-x/haven,29,7.3
326,Spellbreak,"September 3, 2020",Xbox One,78,/game/xbox-one/spellbreak,12,7.6
327,Control: The Foundation,"March 26, 2020",PlayStation 4,78,/game/playstation-4/control-the-foundation,46,6.2
328,Murder by Numbers,"March 5, 2020",Switch,78,/game/switch/murder-by-numbers,28,7.3
329,Shinsekai: Into the Depths,"March 26, 2020",Switch,78,/game/switch/shinsekai-into-the-depths,31,7.9
330,Sega Ages: Shinobi,"January 23, 2020",Switch,78,/game/switch/sega-ages-shinobi,11,7.7
331,KUNAI,"February 6, 2020",PC,78,/game/pc/kunai,75,7.8
332,Moving Out,"April 28, 2020",Xbox One,78,/game/xbox-one/moving-out,17,6.9
333,Pixeljunk Eden 2,"December 10, 2020",Switch,78,/game/switch/pixeljunk-eden-2,17,7.9
334,ALTDEUS: Beyond Chronos,"December 4, 2020",PC,78,/game/pc/altdeus-beyond-chronos,7,8.6
335,Remnant: From the Ashes - Subject 2923,"August 20, 2020",PC,78,/game/pc/remnant-from-the-ashes---subject-2923,22,5.8
336,Trials of Mana,"April 24, 2020",PC,78,/game/pc/trials-of-mana,51,7.7
337,John Wick Hex,"May 5, 2020",PlayStation 4,78,/game/playstation-4/john-wick-hex,16,5.7
338,Fury Unleashed,"May 8, 2020",PlayStation 4,78,/game/playstation-4/fury-unleashed,16,6.6
339,Wingspan,"December 29, 2020",Switch,78,/game/switch/wingspan,5,8.4
340,Good Job!,"March 26, 2020",Switch,78,/game/switch/good-job!,39,7.6
341,RIDE 4,"October 5, 2020",Xbox One,78,/game/xbox-one/ride-4,7,4.3
342,Going Under,"September 24, 2020",PC,78,/game/pc/going-under,4,6.8
343,EA SPORTS UFC 4,"August 14, 2020",PlayStation 4,78,/game/playstation-4/ea-sports-ufc-4,447,1.5
344,PGA Tour 2K21,"August 21, 2020",Xbox One,78,/game/xbox-one/pga-tour-2k21,25,6.1
345,Star Wars: Squadrons,"October 2, 2020",Xbox One,78,/game/xbox-one/star-wars-squadrons,87,4.9
346,Iratus: Lord of the Dead,"April 23, 2020",PC,78,/game/pc/iratus-lord-of-the-dead,39,6.8
347,PHOGS!,"December 3, 2020",Switch,78,/game/switch/phogs!,0,tbd
348,Inmost,"August 21, 2020",Switch,78,/game/switch/inmost,25,7.8
349,Atomicrops,"May 28, 2020",PC,78,/game/pc/atomicrops,7,7.4
350,Depixtion,"February 28, 2020",Switch,78,/game/switch/depixtion,12,7.8
351,Story of Seasons: Friends of Mineral Town,"July 14, 2020",Switch,77,/game/switch/story-of-seasons-friends-of-mineral-town,55,8.3
352,HARDCORE MECHA,"January 14, 2020",PlayStation 4,77,/game/playstation-4/hardcore-mecha,25,6.8
353,Shady Part of Me,"December 10, 2020",PC,77,/game/pc/shady-part-of-me,7,6.7
354,moon,"August 27, 2020",Switch,77,/game/switch/moon,18,7.9
355,I Am Dead,"October 8, 2020",PC,77,/game/pc/i-am-dead,6,5.8
356,Othercide,"July 28, 2020",PlayStation 4,77,/game/playstation-4/othercide,18,7.4
357,Pillars of Eternity II: Deadfire,"January 28, 2020",PlayStation 4,77,/game/playstation-4/pillars-of-eternity-ii-deadfire,115,4.8
358,Sakuna: Of Rice and Ruin,"November 10, 2020",PlayStation 4,77,/game/playstation-4/sakuna-of-rice-and-ruin,27,7.9
359,SpellForce 3: Fallen God,"November 3, 2020",PC,77,/game/pc/spellforce-3-fallen-god,9,7.4
360,The Longing,"March 5, 2020",PC,77,/game/pc/the-longing,22,7.4
361,XCOM 2 Collection,"May 29, 2020",Switch,77,/game/switch/xcom-2-collection,37,6.5
362,Super Crush K.O.,"January 16, 2020",Switch,77,/game/switch/super-crush-ko,12,7.9
363,Observer: System Redux,"November 12, 2020",PlayStation 5,77,/game/playstation-5/observer-system-redux,37,7.6
364,Fae Tactics,"July 31, 2020",PC,77,/game/pc/fae-tactics,16,4.9
365,Pacer,"October 22, 2020",PlayStation 4,77,/game/playstation-4/pacer,10,5.0
366,Yakuza 3 Remastered,"February 11, 2020",PlayStation 4,77,/game/playstation-4/yakuza-3-remastered,74,7.1
367,The Turing Test,"February 7, 2020",Switch,77,/game/switch/the-turing-test,16,5.7
368,ITTA,"April 22, 2020",Switch,77,/game/switch/itta,7,7.7
369,SUPERHOT: MIND CONTROL DELETE,"July 16, 2020",PlayStation 4,77,/game/playstation-4/superhot-mind-control-delete,13,6.5
370,Deliver Us The Moon,"April 24, 2020",PlayStation 4,77,/game/playstation-4/deliver-us-the-moon,37,6.6
371,The Pathless,"November 12, 2020",PlayStation 5,77,/game/playstation-5/the-pathless,77,8.1
372,Pure Pool,"November 17, 2020",Switch,77,/game/switch/pure-pool,0,tbd
373,Touhou Spell Bubble,"October 29, 2020",Switch,77,/game/switch/touhou-spell-bubble,0,tbd
374,Oddworld: Abe's Oddysee - New 'n' Tasty,"October 27, 2020",Switch,77,/game/switch/oddworld-abes-oddysee---new-n-tasty,16,7.6
375,Let's Sing Queen,"October 2, 2020",PlayStation 4,77,/game/playstation-4/lets-sing-queen,0,tbd
376,Ion Fury,"May 14, 2020",Switch,77,/game/switch/ion-fury,15,7.3
377,Signs of the Sojourner,"May 14, 2020",PC,77,/game/pc/signs-of-the-sojourner,13,8.3
378,A Fold Apart,"April 16, 2020",PC,77,/game/pc/a-fold-apart,4,7.8
379,FORM,"April 7, 2020",PlayStation 4,77,/game/playstation-4/form,4,5.3
380,DOOM 64,"March 20, 2020",Switch,77,/game/switch/doom-64,60,8.0
381,FIFA 21,"October 6, 2020",Xbox One,77,/game/xbox-one/fifa-21,329,1.0
382,XCOM: Chimera Squad,"April 23, 2020",PC,77,/game/pc/xcom-chimera-squad,291,4.7
383,Panzer Paladin,"July 21, 2020",Switch,77,/game/switch/panzer-paladin,5,7.4
384,Zombie Army 4: Dead War,"February 4, 2020",Xbox One,77,/game/xbox-one/zombie-army-4-dead-war,45,5.8
385,Timelie,"May 20, 2020",PC,77,/game/pc/timelie,11,6.4
386,Resident Evil 3,"April 3, 2020",PC,77,/game/pc/resident-evil-3,1162,5.7
387,Need for Speed: Hot Pursuit Remastered,"November 6, 2020",Xbox One,77,/game/xbox-one/need-for-speed-hot-pursuit-remastered,27,7.3
388,Darksiders Genesis,"February 14, 2020",Xbox One,77,/game/xbox-one/darksiders-genesis,38,5.7
389,Nioh 2: The Tengu's Disciple,"July 30, 2020",PlayStation 4,77,/game/playstation-4/nioh-2-the-tengus-disciple,50,8.0
390,Borderlands 3: Bounty of Blood,"June 25, 2020",PC,77,/game/pc/borderlands-3-bounty-of-blood,16,5.4
391,Hotshot Racing,"September 10, 2020",PlayStation 4,77,/game/playstation-4/hotshot-racing,10,6.0
392,Airborne Kingdom,"December 17, 2020",PC,77,/game/pc/airborne-kingdom,24,7.2
393,Darksiders Genesis,"February 14, 2020",PlayStation 4,77,/game/playstation-4/darksiders-genesis,90,7.5
394,The Pathless,"November 12, 2020",PlayStation 4,77,/game/playstation-4/the-pathless,38,7.6
395,Star Renegades,"September 8, 2020",PC,77,/game/pc/star-renegades,23,6.0
396,Moving Out,"April 28, 2020",Switch,77,/game/switch/moving-out,26,7.1
397,When The Past Was Around,"September 22, 2020",PC,77,/game/pc/when-the-past-was-around,10,8.1
398,Do Not Feed the Monkeys,"June 1, 2020",Switch,77,/game/switch/do-not-feed-the-monkeys,0,tbd
399,Control: The Foundation,"March 26, 2020",PC,77,/game/pc/control-the-foundation,31,6.2
400,Unto The End,"December 9, 2020",PlayStation 4,76,/game/playstation-4/unto-the-end,11,4.6
401,One Piece: Pirate Warriors 4,"March 27, 2020",Xbox One,76,/game/xbox-one/one-piece-pirate-warriors-4,17,7.8
402,Call of Duty: Black Ops Cold War,"November 13, 2020",Xbox Series X,76,/game/xbox-series-x/call-of-duty-black-ops-cold-war,449,2.9
403,Carrion,"July 23, 2020",Switch,76,/game/switch/carrion,27,8.0
404,MotoGP 20,"April 23, 2020",PlayStation 4,76,/game/playstation-4/motogp-20,23,7.3
405,Trials of Mana,"April 24, 2020",PlayStation 4,76,/game/playstation-4/trials-of-mana,118,7.5
406,Journey of the Broken Circle,"September 18, 2020",Switch,76,/game/switch/journey-of-the-broken-circle,11,7.2
407,The Long Dark,"September 17, 2020",Switch,76,/game/switch/the-long-dark,6,6.7
408,Samurai Shodown,"June 11, 2020",PC,76,/game/pc/samurai-shodown,10,6.2
409,DOOM Eternal: The Ancient Gods Part One,"October 20, 2020",PlayStation 4,76,/game/playstation-4/doom-eternal-the-ancient-gods-part-one,53,6.8
410,Call of Duty: Black Ops Cold War,"November 13, 2020",PC,76,/game/pc/call-of-duty-black-ops-cold-war,565,3.0
411,Roki,"July 23, 2020",PC,76,/game/pc/roki,44,7.8
412,inbento,"March 12, 2020",Switch,76,/game/switch/inbento,6,8.3
413,PGA Tour 2K21,"August 21, 2020",PlayStation 4,76,/game/playstation-4/pga-tour-2k21,43,6.6
414,Inmost,"August 21, 2020",PC,76,/game/pc/inmost,34,8.1
415,ScourgeBringer,"October 21, 2020",PC,76,/game/pc/scourgebringer,5,7.4
416,Ghostrunner,"October 27, 2020",PlayStation 4,76,/game/playstation-4/ghostrunner,74,7.5
417,Saints Row: The Third Remastered,"May 22, 2020",Xbox One,76,/game/xbox-one/saints-row-the-third-remastered,36,6.9
418,Immortals Fenyx Rising,"December 3, 2020",PlayStation 5,76,/game/playstation-5/immortals-fenyx-rising,279,7.6
419,Puyo Puyo Tetris 2,"December 8, 2020",PlayStation 5,76,/game/playstation-5/puyo-puyo-tetris-2,9,5.8
420,Deliver Us The Moon,"April 23, 2020",Xbox One,76,/game/xbox-one/deliver-us-the-moon,58,7.3
421,Mortal Shell,"August 18, 2020",PC,76,/game/pc/mortal-shell,304,6.6
422,Bloodroots,"February 28, 2020",PC,76,/game/pc/bloodroots,12,6.7
423,Cake Bash,"October 15, 2020",PlayStation 4,76,/game/playstation-4/cake-bash,8,6.3
424,Brigandine: The Legend of Runersia,"June 25, 2020",Switch,76,/game/switch/brigandine-the-legend-of-runersia,56,8.3
425,Beautiful Desolation,"February 26, 2020",PC,76,/game/pc/beautiful-desolation,30,7.5
426,RIDE 4,"October 8, 2020",PC,76,/game/pc/ride-4,10,6.5
427,Mafia: Definitive Edition,"September 25, 2020",PlayStation 4,76,/game/playstation-4/mafia-definitive-edition,894,6.8
428,TENS!,"November 5, 2020",Switch,76,/game/switch/tens!,0,tbd
429,Noita,"October 15, 2020",PC,76,/game/pc/noita,57,7.9
430,Minoria,"September 10, 2020",PlayStation 4,76,/game/playstation-4/minoria,6,7.0
431,Control: AWE,"August 27, 2020",PlayStation 4,76,/game/playstation-4/control-awe,23,6.8
432,The Survivalists,"October 9, 2020",PlayStation 4,76,/game/playstation-4/the-survivalists,4,6.0
433,Broken Lines,"February 25, 2020",PC,76,/game/pc/broken-lines,24,7.4
434,Call of Duty: Black Ops Cold War,"November 13, 2020",PlayStation 5,76,/game/playstation-5/call-of-duty-black-ops-cold-war,410,3.8
435,Ghostrunner,"October 27, 2020",Xbox One,76,/game/xbox-one/ghostrunner,34,7.7
436,Fury Unleashed,"May 8, 2020",Switch,76,/game/switch/fury-unleashed,13,7.5
437,Journey to the Savage Planet,"January 28, 2020",Xbox One,76,/game/xbox-one/journey-to-the-savage-planet,51,6.3
438,Carrion,"July 23, 2020",Xbox One,76,/game/xbox-one/carrion,46,7.6
439,Panzer Paladin,"July 21, 2020",PC,76,/game/pc/panzer-paladin,0,tbd
440,New Super Lucky's Tale,"August 21, 2020",PlayStation 4,76,/game/playstation-4/new-super-luckys-tale,18,5.3
441,Hunt: Showdown,"February 18, 2020",Xbox One,76,/game/xbox-one/hunt-showdown,52,6.7
442,Stirring Abyss,"October 29, 2020",PC,76,/game/pc/stirring-abyss,4,6.8
443,Mortal Shell,"August 18, 2020",PlayStation 4,76,/game/playstation-4/mortal-shell,165,7.3
444,Post Void,"August 6, 2020",PC,76,/game/pc/post-void,12,7.7
445,Utawarerumono: Prelude to the Fallen,"May 26, 2020",PlayStation 4,76,/game/playstation-4/utawarerumono-prelude-to-the-fallen,18,5.8
446,Watch Dogs: Legion,"October 29, 2020",Xbox One,76,/game/xbox-one/watch-dogs-legion,540,6.1
447,Journey to the Savage Planet,"January 28, 2020",PC,76,/game/pc/journey-to-the-savage-planet,82,6.7
